,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,outgoing_relation_id,relation_type
132,Tomm,Other,5.0,pilot01,Dave,pilot01_02_stac_1341264905,95,2027.0,02,5.0,Assertion,:D,78.0,Segment,0,0,pilot01_02_asoubeille_1340979300343,Comment
133,Tomm,Other,5.0,pilot01,Dave,pilot01_02_stac_1341264905,95,2027.0,02,5.0,Assertion,:D,78.0,Segment,0,0,pilot01_02_nasher_1374506900541,Continuation
134,"Dave, Tomm",Other,5.0,pilot01,Tomm,pilot01_02_stac_1341274905,96,2045.0,02,5.0,Assertion,Oh...,79.0,Segment,0,0,pilot01_02_asoubeille_1350560764750,Explanation
135,Dave,Other,5.0,pilot01,Tomm,pilot01_02_stac_1341274906,96,2064.0,02,5.0,Assertion,well that's unkind,79.0,Segment,0,0,pilot01_02_asoubeille_1340979353656,Comment
136,Dave,Other,5.0,pilot01,Tomm,pilot01_02_stac_1341274906,96,2064.0,02,5.0,Assertion,well that's unkind,79.0,Segment,0,0,pilot01_02_asoubeille_1350560849093,Result
137,Tomm,Other,5.0,pilot01,Dave,pilot01_02_stac_1341294905,98,2082.0,02,5.0,Assertion,sorry,80.0,Segment,0,0,pilot01_02_asoubeille_1340979397906,Comment
138,Dave,Other,5.0,pilot01,Tomm,pilot01_02_stac_1341304905,99,2105.0,02,5.0,Assertion,"It's okay,",81.0,Segment,0,0,pilot01_02_asoubeille_1340979378984,Elaboration
139,Dave,Other,5.0,pilot01,Tomm,pilot01_02_stac_1341304906,99,2136.0,02,5.0,Assertion,name of the game and all that.,81.0,Segment,0,0,0,0
140,Dave,Other,5.0,pilot01,Tomm,pilot01_02_stac_1341314905,100,2195.0,02,5.0,Question,Do you get a random one of my resources then?,82.0,Segment,0,0,pilot01_02_asoubeille_1340979466421,Question_answer_pair
141,All,Offer,5.0,pilot01,Dave,pilot01_02_stac_1341324905,101,2227.0,02,5.0,Request,anyone need wheat?,83.0,Segment,0,0,pilot01_02_asoubeille_1340979508671,Question_answer_pair
142,All,Offer,5.0,pilot01,Dave,pilot01_02_stac_1341324905,101,2227.0,02,5.0,Request,anyone need wheat?,83.0,Segment,0,0,pilot01_02_asoubeille_1340979598750,Q_Elab
143,Tomm,Other,5.0,pilot01,Dave,pilot01_02_stac_1341334905,102,2252.0,02,5.0,Assertion,"I did, yeah",84.0,Segment,0,0,0,0
144,Dave,Refusal,5.0,pilot01,Tomm,pilot01_02_stac_1341344905,103,2275.0,02,5.0,Assertion,no thanks,85.0,Segment,0,0,0,0
145,rennoc1,Offer,5.0,pilot01,Dave,pilot01_02_stac_1341354905,104,2296.0,02,5.0,Request,rennoc?,86.0,Segment,0,0,pilot01_02_asoubeille_1340979685828,Question_answer_pair
146,Dave,Refusal,5.0,pilot01,rennoc1,pilot01_02_stac_1341364905,105,2327.0,02,5.0,Assertion,i'm ok for now,87.0,Segment,0,0,0,0
147,All,Other,6.0,pilot01,Dave,pilot01_02_stac_1341384905,107,2344.0,02,6.0,Assertion,aww,88.0,Segment,0,0,pilot01_02_asoubeille_1340979713187,Comment
148,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341394906,108,2379.0,02,6.0,Assertion,well that was robbery,89.0,Segment,0,0,pilot01_02_asoubeille_1350569610687,Clarification_question
149,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404906,109,2420.0,02,6.0,Question,does the robber do anything,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,pilot01_02_asoubeille_1340979805640,Background
150,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404907,109,2439.0,02,6.0,Question,after you put him ,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,pilot01_02_asoubeille_1340979784968,Continuation
151,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404908,109,2461.0,02,6.0,Question,and before he's moved,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,0,0
152,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341414906,110,2506.0,02,6.0,Question,"like, if that resource comes up",91.0,Segment,pilot01_02_asoubeille_1350569622250,EDU,pilot01_02_nasher_1428408695512,Conditional
153,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341414907,110,2540.0,02,6.0,Question,will you not get it or something?,91.0,Segment,pilot01_02_asoubeille_1350569622250,EDU,0,0
154,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341424906,111,2573.0,02,6.0,Assertion,When he is in a hex,92.0,Segment,pilot01_02_asoubeille_1350569693171,EDU,pilot01_02_asoubeille_1340980005718,Conditional
155,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341424907,111,2597.0,02,6.0,Assertion,you can't get resources,92.0,Segment,pilot01_02_asoubeille_1350569693171,EDU,0,0
156,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341434906,112,2613.0,02,6.0,Assertion,ah,93.0,Segment,0,0,pilot01_02_asoubeille_1340980196203,Acknowledgement
157,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341444906,113,2632.0,02,6.0,Assertion,"yeah,",94.0,Segment,0,0,pilot01_02_asoubeille_1350569800500,Explanation
158,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341444907,113,2661.0,02,6.0,Assertion,so 8 won't get you wheat now,94.0,Segment,0,0,0,0
159,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stacutil_1400287436,116,2718.0,02,6.0,Assertion,I wasn't expected to roll 7 to be honest :p,95.0,Segment,0,0,pilot01_02_asoubeille_1340980384375,Comment
160,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stacutil_1400287436,116,2718.0,02,6.0,Assertion,I wasn't expected to roll 7 to be honest :p,95.0,Segment,0,0,pilot01_02_nasher_1428408959226,Continuation
161,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341484906,117,2768.0,02,6.0,Question,I thought you got to move the robber,96.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980289000,Explanation
162,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341484907,117,2794.0,02,6.0,Question,because you played a car?,96.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980403687,Correction
163,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341494906,118,2813.0,02,6.0,Assertion,*card,97.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,0,0
164,All,Offer,7.0,pilot01,rennoc1,pilot01_02_stac_1341504906,119,2861.0,02,6.0,Request,any got any wood they can trade,98.0,Segment,0,0,pilot01_02_asoubeille_1340980450125,Question_answer_pair
165,All,Offer,7.0,pilot01,rennoc1,pilot01_02_stac_1341504906,119,2861.0,02,6.0,Request,any got any wood they can trade,98.0,Segment,0,0,pilot01_02_asoubeille_1340980576328,Question_answer_pair
166,rennoc1,Refusal,7.0,pilot01,Dave,pilot01_02_stac_1341514906,120,2879.0,02,6.0,Assertion,Nope,99.0,Segment,0,0,0,0
167,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524906,121,2911.0,02,6.0,Assertion,"I played the card,",100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980485421,Narration
168,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524907,121,2928.0,02,6.0,Assertion,moved the robber,100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980497953,Narration
169,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524908,121,2956.0,02,6.0,Assertion,and THEN rolled a 7 as well,100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,0,0
170,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341534906,122,2990.0,02,6.0,Assertion,so I moved him twice,101.0,Segment,0,0,pilot01_02_asoubeille_1340980542500,Acknowledgement
171,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341534906,122,2990.0,02,6.0,Assertion,so I moved him twice,101.0,Segment,0,0,pilot01_02_asoubeille_1340980553484,Comment
172,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341534906,122,2990.0,02,6.0,Assertion,so I moved him twice,101.0,Segment,0,0,pilot01_02_nasher_1428409185756,Parallel
173,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341544906,123,3007.0,02,6.0,Assertion,aah,102.0,Segment,0,0,0,0
174,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341554906,124,3031.0,02,6.0,Assertion,that sucks,103.0,Segment,0,0,0,0
175,rennoc1,Refusal,7.0,pilot01,Tomm,pilot01_02_stac_1341564906,125,3065.0,02,6.0,Assertion,"and I've only got 1,",104.0,Segment,0,0,pilot01_02_asoubeille_1340980602187,Comment
176,rennoc1,Refusal,7.0,pilot01,Tomm,pilot01_02_stac_1341564906,125,3065.0,02,6.0,Assertion,"and I've only got 1,",104.0,Segment,0,0,pilot01_02_asoubeille_1340980617437,Acknowledgement
177,rennoc1,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341564907,125,3072.0,02,6.0,Assertion,sorry.,104.0,Segment,0,0,0,0
178,Tomm,Other,7.0,pilot01,rennoc1,pilot01_02_stac_1341574906,126,3091.0,02,6.0,Assertion,ok,105.0,Segment,0,0,0,0
179,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340734909,129,30.0,03,7.0,Request,anyone need ore?,106.0,Segment,0,0,pilot01_03_asoubeille_1341057797656,Question_answer_pair
180,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340734909,129,30.0,03,7.0,Request,anyone need ore?,106.0,Segment,0,0,pilot01_03_asoubeille_1341057817578,Elaboration
181,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340734909,129,30.0,03,7.0,Request,anyone need ore?,106.0,Segment,0,0,pilot01_03_asoubeille_1341057961312,Q_Elab
182,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340744909,130,50.0,03,7.0,Assertion,yep,107.0,Segment,0,0,0,0
183,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340754909,131,99.0,03,7.0,Request,willing to trade for clay and sheep,108.0,Segment,0,0,pilot01_03_asoubeille_1341057980734,Question_answer_pair
184,Dave,Counteroffer,8.0,pilot01,Tomm,pilot01_03_stac_1340764909,132,122.0,03,7.0,Question,what for?,109.0,Segment,0,0,0,0
185,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340774909,133,153.0,03,7.0,Assertion,got some clay.,110.0,Segment,0,0,pilot01_03_asoubeille_1341058007906,Elaboration
186,rennoc1,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340784909,134,184.0,03,7.0,Request,1 ore for 1 clay?,111.0,Segment,0,0,pilot01_03_asoubeille_1341058022890,Question_answer_pair
187,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340794909,135,203.0,03,7.0,Assertion,ok,112.0,Segment,0,0,0,0
188,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340844909,140,223.0,03,8.0,Request,Sheep!,113.0,Segment,0,0,pilot01_03_asoubeille_1341058639515,Comment
189,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340844909,140,223.0,03,8.0,Request,Sheep!,113.0,Segment,0,0,pilot01_03_asoubeille_1341059010125,Q_Elab
190,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340854909,141,239.0,03,8.0,Assertion,uh,114.0,Segment,0,0,pilot01_03_asoubeille_1341058959203,Elaboration
191,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340874909,143,273.0,03,8.0,Question,should we add time>?,115.0,Segment,0,0,pilot01_03_asoubeille_1341058693890,Question_answer_pair
192,Dave,Other,9.0,pilot01,Markus,pilot01_03_stac_1454688197,143.1,295.0,03,8.0,Assertion,"Yes,",116.0,Segment,0,0,pilot01_03_nasher_1458745783098,Comment
193,Dave,Other,9.0,pilot01,Markus,pilot01_03_stac_1454688197,143.1,295.0,03,8.0,Assertion,"Yes,",116.0,Segment,0,0,pilot01_03_nasher_1458745802146,Result
194,Dave,Other,9.0,pilot01,Markus,pilot01_03_stac_1454688198,143.1,302.0,03,8.0,Assertion,sorry.,116.0,Segment,0,0,0,0
195,All,Other,9.0,pilot01,rennoc1,pilot01_03_stac_1340884909,144,326.0,03,8.0,Assertion,ADDTIME,117.0,Segment,0,0,pilot01_03_asoubeille_1341058709187,Correction
196,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340894909,145,349.0,03,8.0,Assertion,*ADDTIME*,118.0,Segment,0,0,0,0
197,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340904909,146,369.0,03,8.0,Request,Wheat?,119.0,Segment,pilot01_03_nasher_1374562270097,EDU,pilot01_03_asoubeille_1341059036593,Continuation
198,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340904910,146,376.0,03,8.0,Request,Sheep?,119.0,Segment,pilot01_03_nasher_1374562270097,EDU,0,0
199,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340914909,147,403.0,03,8.0,Request,Anyone needy?,120.0,Segment,pilot01_03_asoubeille_1350570919500,EDU,0,0
200,Tomm,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924909,148,430.0,03,8.0,Assertion,"I need sheep,",121.0,Segment,pilot01_03_nasher_1374563699456,EDU,pilot01_03_asoubeille_1341059134671,Contrast
201,Tomm,Refusal,9.0,pilot01,Dave,pilot01_03_stac_1340924910,148,459.0,03,8.0,Assertion,"but I have nothing to trade,",121.0,Segment,pilot01_03_nasher_1374563699456,EDU,pilot01_03_nasher_1428411139085,Contrast
202,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924911,148,494.0,03,8.0,Assertion,possibly when my turn rolls around,121.0,Segment,pilot01_03_asoubeille_1350571001953,EDU,pilot01_03_nasher_1428411091254,Conditional
203,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924912,148,514.0,03,8.0,Assertion,I'll have something,121.0,Segment,pilot01_03_asoubeille_1350571001953,EDU,0,0
204,Tomm,Other,9.0,pilot01,rennoc1,pilot01_03_stac_1340934909,149,536.0,03,8.0,Assertion,"yeah,",122.0,Segment,pilot01_03_asoubeille_1350571158421,EDU,pilot01_03_asoubeille_1341059548578,Explanation
205,All,Refusal,9.0,pilot01,rennoc1,pilot01_03_stac_1340934910,149,555.0,03,8.0,Assertion,ive nothing either,122.0,Segment,pilot01_03_asoubeille_1350571158421,EDU,0,0
206,All,Other,10.0,pilot01,Dave,pilot01_03_stac_1340964909,152,571.0,03,8.0,Assertion,Ok,123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_kowey_1397223408825,Continuation
207,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340964910,152,604.0,03,8.0,Request,"now I can trade you ore or wood,",123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_asoubeille_1341070880031,Q_Elab
208,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340964911,152,617.0,03,8.0,Request,need either?,123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,0,0
209,Dave,Other,10.0,pilot01,Tomm,pilot01_03_stacutil_1400287437,153,673.0,03,8.0,Assertion,Well looks like you have stuff now Dave :P,124.0,Segment,0,0,0,0
210,Dave,Accept,10.0,pilot01,Tomm,pilot01_03_stac_1340984909,154,705.0,03,8.0,Assertion,Ore would be good.,125.0,Segment,0,0,pilot01_03_asoubeille_1341071132812,Result
211,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340994909,155,742.0,03,8.0,Assertion,1 ore for 1 sheep it is,126.0,Segment,0,0,0,0
212,Dave,Counteroffer,10.0,pilot01,rennoc1,pilot01_03_stac_1341004909,156,785.0,03,8.0,Question,can I have some wood dave?,127.0,Segment,0,0,pilot01_03_asoubeille_1341071236140,Q_Elab
213,rennoc1,Counteroffer,10.0,pilot01,Dave,pilot01_03_stac_1341014909,157,826.0,03,8.0,Question,what have you got to trade?,128.0,Segment,0,0,pilot01_03_asoubeille_1341071269046,Question_answer_pair
214,Dave,Counteroffer,10.0,pilot01,rennoc1,pilot01_03_stac_1341024909,158,848.0,03,8.0,Assertion,sheep,129.0,Segment,0,0,pilot01_03_asoubeille_1341071374156,Acknowledgement
215,rennoc1,Accept,10.0,pilot01,Dave,pilot01_03_stac_1341034909,159,889.0,03,8.0,Assertion,I guess I can use two sheep,130.0,Segment,0,0,pilot01_03_asoubeille_1341072069781,Comment
216,rennoc1,Accept,10.0,pilot01,Dave,pilot01_03_stac_1341034909,159,889.0,03,8.0,Assertion,I guess I can use two sheep,130.0,Segment,0,0,pilot01_03_nasher_1397223303163,Result
217,rennoc1,Accept,10.0,pilot01,Dave,pilot01_03_stac_1341044909,160,908.0,03,8.0,Assertion,"yeah,",131.0,Segment,pilot01_03_asoubeille_1350572036078,EDU,pilot01_03_asoubeille_1341071399546,Continuation
218,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341044910,160,917.0,03,8.0,Assertion,go ahead,131.0,Segment,pilot01_03_asoubeille_1350572036078,EDU,0,0
219,Dave,Other,10.0,pilot01,rennoc1,pilot01_03_stac_1341054909,161,955.0,03,8.0,Assertion,i only have one sheep,132.0,Segment,0,0,pilot01_03_asoubeille_1341072480515,Correction
220,Dave,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341064909,162,1018.0,03,8.0,Assertion,well you have no way of getting them yourself yet,133.0,Segment,0,0,pilot01_03_asoubeille_1341071575109,Acknowledgement
221,Tomm,Other,10.0,pilot01,Dave,pilot01_03_stac_1341074909,163,1036.0,03,8.0,Assertion,true,134.0,Segment,0,0,0,0
222,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084909,164,1055.0,03,8.0,Assertion,"yeah,",135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071646140,Explanation
223,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084910,164,1089.0,03,8.0,Assertion,i mean I'll still trade with tomm,135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071664718,Background
224,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084911,164,1106.0,03,8.0,Assertion,after this trade,135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,0,0
225,All,Other,10.0,pilot01,Dave,pilot01_03_stac_1341104909,166,1132.0,03,8.0,Assertion,wrong person,136.0,Segment,0,0,pilot01_03_asoubeille_1350572158984,Acknowledgement
226,All,Other,10.0,pilot01,rennoc1,pilot01_03_stac_1341114909,167,1154.0,03,8.0,Assertion,...oh,137.0,Segment,0,0,pilot01_03_asoubeille_1341072775546,Comment
227,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341124909,168,1193.0,03,8.0,Assertion,little colour ticky boxes,138.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072803718,Elaboration
228,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341134909,169,1227.0,03,8.0,Assertion,"Really easy to miss,",139.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072824078,Result
229,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341134910,169,1243.0,03,8.0,Assertion,I did that too.,139.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,0,0
230,Dave,Other,10.0,pilot01,rennoc1,pilot01_03_stacutil_1400287438,172,1275.0,03,8.0,Assertion,"cool, thanks :)",140.0,Segment,0,0,pilot01_03_asoubeille_1341073294828,Comment
231,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341174909,173,1291.0,03,8.0,Assertion,np,141.0,Segment,0,0,0,0
232,?,Other,11.0,pilot01,Dave,pilot01_03_stac_1341204909,176,1307.0,03,9.0,Assertion,um,142.0,Segment,0,0,pilot01_03_asoubeille_1341073342953,Comment
233,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341214909,177,1332.0,03,9.0,Assertion,pouty face.,143.0,Segment,0,0,pilot01_03_asoubeille_1341073357343,Q_Elab
234,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341224909,178,1366.0,03,9.0,Question,Still want to trade?,144.0,Segment,0,0,pilot01_03_nasher_1374672020139,Question_answer_pair
235,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341224909,178,1366.0,03,9.0,Question,Still want to trade?,144.0,Segment,0,0,pilot01_03_jhunter_1454927116923,Q_Elab
236,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374671998000,179,1384.0,03,9.0,Question,"Yes,",145.0,Segment,0,0,pilot01_03_jhunter_1454927104633,Continuation
237,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374672006187,179,1406.0,03,9.0,Question,do you still want to?,145.0,Segment,0,0,pilot01_03_nasher_1374672143715,Explanation
238,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374672006187,179,1406.0,03,9.0,Question,do you still want to?,145.0,Segment,0,0,pilot01_03_nasher_1374672342006,Question_answer_pair
239,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374672006187,179,1406.0,03,9.0,Question,do you still want to?,145.0,Segment,0,0,pilot01_03_nasher_1454926597765,Q_Elab
240,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341244909,180,1434.0,03,9.0,Assertion,Only chose you,146.0,Segment,pilot01_03_asoubeille_1350572594218,EDU,pilot01_03_asoubeille_1341073401937,Explanation
241,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341244910,180,1477.0,03,9.0,Assertion,becasue you have three times the resources,146.0,Segment,pilot01_03_asoubeille_1350572594218,EDU,0,0
242,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_asoubeille_1341073648375,Elaboration
243,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_asoubeille_1341074697890,Correction
244,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_asoubeille_1350572776203,Acknowledgement
245,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_nasher_1454926490087,Correction
246,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254910,181,1505.0,03,9.0,Assertion,sure,147.0,Segment,0,0,0,0
247,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341264909,182,1523.0,03,9.0,Assertion,uuuh,148.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_nasher_1428412858402,Continuation
248,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341274909,183,1551.0,03,9.0,Assertion,on you go then,149.0,Segment,0,0,0,0
249,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341284909,184,1592.0,03,9.0,Please choose...,"actually, instead of sheep,",150.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_asoubeille_1341074324171,Continuation
250,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341284910,184,1622.0,03,9.0,Request,do you have any wood or clay?,150.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,0,0
251,Dave,Refusal,11.0,pilot01,Tomm,pilot01_03_stac_1341294909,185,1650.0,03,9.0,Assertion,"Ah, 'fraid not",151.0,Segment,0,0,pilot01_03_asoubeille_1341074427265,Acknowledgement
252,Dave,Refusal,11.0,pilot01,Tomm,pilot01_03_stac_1341294909,185,1650.0,03,9.0,Assertion,"Ah, 'fraid not",151.0,Segment,0,0,pilot01_03_nasher_1374672539162,Background
253,Dave,Refusal,11.0,pilot01,Tomm,pilot01_03_stac_1341294909,185,1650.0,03,9.0,Assertion,"Ah, 'fraid not",151.0,Segment,0,0,pilot01_03_nasher_1454926443384,Result
254,"Dave, Tomm",Other,11.0,pilot01,Dave,pilot01_03_stac_1341304909,186,1667.0,03,9.0,Assertion,hmm,152.0,Segment,0,0,0,0
255,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341314909,187,1704.0,03,9.0,Assertion,Until someone rolls a 4,153.0,Segment,0,0,0,0
256,rennoc1,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341324909,188,1725.0,03,9.0,Request,rennoc?,154.0,Segment,0,0,pilot01_03_asoubeille_1341074644281,Question_answer_pair
257,Dave,Refusal,11.0,pilot01,rennoc1,pilot01_03_stac_1341334909,189,1763.0,03,9.0,Assertion,nope dont have either,155.0,Segment,0,0,pilot01_03_nasher_1454926429728,Result
258,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344909,190,1829.0,03,9.0,Assertion,"I'm actually going to hold off on the trade for now,",156.0,Segment,0,0,pilot01_03_asoubeille_1341074743515,Comment
