,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
131,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341394906,108,2379.0,02,6.0,Assertion,well that was robbery,89.0,Segment,0,0,pilot01_02_asoubeille_1340979713187,Comment
132,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404906,109,2420.0,02,6.0,Question,does the robber do anything,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,0,0
133,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404907,109,2439.0,02,6.0,Question,after you put him ,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,pilot01_02_asoubeille_1340979805640,Background
134,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341404908,109,2461.0,02,6.0,Question,and before he's moved,90.0,Segment,pilot01_02_asoubeille_1350569602703,EDU,pilot01_02_asoubeille_1340979784968,Continuation
135,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341414906,110,2506.0,02,6.0,Question,"like, if that resource comes up",91.0,Segment,pilot01_02_asoubeille_1350569622250,EDU,0,0
136,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341414907,110,2540.0,02,6.0,Question,will you not get it or something?,91.0,Segment,pilot01_02_asoubeille_1350569622250,EDU,pilot01_02_nasher_1428408695512,Conditional
137,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341424906,111,2573.0,02,6.0,Assertion,When he is in a hex,92.0,Segment,pilot01_02_asoubeille_1350569693171,EDU,0,0
138,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341424907,111,2597.0,02,6.0,Assertion,you can't get resources,92.0,Segment,pilot01_02_asoubeille_1350569693171,EDU,pilot01_02_asoubeille_1340980005718,Conditional
139,Tomm,Other,6.0,pilot01,Dave,pilot01_02_stac_1341434906,112,2613.0,02,6.0,Assertion,ah,93.0,Segment,0,0,pilot01_02_asoubeille_1350569750703,Acknowledgement
140,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341444906,113,2632.0,02,6.0,Assertion,"yeah,",94.0,Segment,0,0,pilot01_02_asoubeille_1340980196203,Acknowledgement
141,Dave,Other,6.0,pilot01,Tomm,pilot01_02_stac_1341444907,113,2661.0,02,6.0,Assertion,so 8 won't get you wheat now,94.0,Segment,0,0,pilot01_02_asoubeille_1350569800500,Explanation
142,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stacutil_1400287436,116,2718.0,02,6.0,Assertion,I wasn't expected to roll 7 to be honest :p,95.0,Segment,0,0,0,0
143,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341484906,117,2768.0,02,6.0,Question,I thought you got to move the robber,96.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,0,0
144,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341484907,117,2794.0,02,6.0,Question,because you played a car?,96.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980289000,Explanation
145,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341494906,118,2813.0,02,6.0,Assertion,*card,97.0,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980403687,Correction
146,All,Offer,7.0,pilot01,rennoc1,pilot01_02_stac_1341504906,119,2861.0,02,6.0,Request,any got any wood they can trade,98.0,Segment,0,0,pilot01_02_nasher_1428408959226,Continuation
147,rennoc1,Refusal,7.0,pilot01,Dave,pilot01_02_stac_1341514906,120,2879.0,02,6.0,Assertion,Nope,99.0,Segment,0,0,pilot01_02_asoubeille_1340980450125,Question_answer_pair
148,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524906,121,2911.0,02,6.0,Assertion,"I played the card,",100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,0,0
149,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524907,121,2928.0,02,6.0,Assertion,moved the robber,100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980485421,Narration
150,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341524908,121,2956.0,02,6.0,Assertion,and THEN rolled a 7 as well,100.0,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980497953,Narration
151,Dave,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341534906,122,2990.0,02,6.0,Assertion,so I moved him twice,101.0,Segment,0,0,pilot01_02_asoubeille_1340980525484,Result
152,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341544906,123,3007.0,02,6.0,Assertion,aah,102.0,Segment,0,0,pilot01_02_asoubeille_1340980542500,Acknowledgement
153,Tomm,Other,7.0,pilot01,Dave,pilot01_02_stac_1341554906,124,3031.0,02,6.0,Assertion,that sucks,103.0,Segment,0,0,pilot01_02_asoubeille_1340980553484,Comment
154,rennoc1,Refusal,7.0,pilot01,Tomm,pilot01_02_stac_1341564906,125,3065.0,02,6.0,Assertion,"and I've only got 1,",104.0,Segment,0,0,pilot01_02_asoubeille_1340980576328,Question_answer_pair
155,rennoc1,Refusal,7.0,pilot01,Tomm,pilot01_02_stac_1341564906,125,3065.0,02,6.0,Assertion,"and I've only got 1,",104.0,Segment,0,0,pilot01_02_nasher_1428409185756,Parallel
156,rennoc1,Other,7.0,pilot01,Tomm,pilot01_02_stac_1341564907,125,3072.0,02,6.0,Assertion,sorry.,104.0,Segment,0,0,pilot01_02_asoubeille_1340980602187,Comment
157,Tomm,Other,7.0,pilot01,rennoc1,pilot01_02_stac_1341574906,126,3091.0,02,6.0,Assertion,ok,105.0,Segment,0,0,pilot01_02_asoubeille_1340980617437,Acknowledgement
158,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340734909,129,30.0,03,7.0,Request,anyone need ore?,106.0,Segment,0,0,0,0
159,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340744909,130,50.0,03,7.0,Assertion,yep,107.0,Segment,0,0,pilot01_03_asoubeille_1341057797656,Question_answer_pair
160,All,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340754909,131,99.0,03,7.0,Request,willing to trade for clay and sheep,108.0,Segment,0,0,pilot01_03_asoubeille_1341057817578,Elaboration
161,Dave,Counteroffer,8.0,pilot01,Tomm,pilot01_03_stac_1340764909,132,122.0,03,7.0,Question,what for?,109.0,Segment,0,0,pilot01_03_asoubeille_1341057961312,Q_Elab
162,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340774909,133,153.0,03,7.0,Assertion,got some clay.,110.0,Segment,0,0,pilot01_03_asoubeille_1341057980734,Question_answer_pair
163,rennoc1,Offer,8.0,pilot01,Dave,pilot01_03_stac_1340784909,134,184.0,03,7.0,Request,1 ore for 1 clay?,111.0,Segment,0,0,pilot01_03_asoubeille_1341058007906,Elaboration
164,Dave,Accept,8.0,pilot01,rennoc1,pilot01_03_stac_1340794909,135,203.0,03,7.0,Assertion,ok,112.0,Segment,0,0,pilot01_03_asoubeille_1341058022890,Question_answer_pair
165,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340844909,140,223.0,03,8.0,Request,Sheep!,113.0,Segment,0,0,0,0
166,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340854909,141,239.0,03,8.0,Assertion,uh,114.0,Segment,0,0,pilot01_03_asoubeille_1341058639515,Comment
167,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340874909,143,273.0,03,8.0,Question,should we add time>?,115.0,Segment,0,0,pilot01_03_asoubeille_1341058959203,Elaboration
168,Dave,Other,9.0,pilot01,Markus,pilot01_03_stac_1454688197,143.1,295.0,03,8.0,Assertion,"Yes,",116.0,Segment,0,0,pilot01_03_asoubeille_1341058693890,Question_answer_pair
169,Dave,Other,9.0,pilot01,Markus,pilot01_03_stac_1454688198,143.1,302.0,03,8.0,Assertion,sorry.,116.0,Segment,0,0,pilot01_03_nasher_1458745783098,Comment
170,All,Other,9.0,pilot01,rennoc1,pilot01_03_stac_1340884909,144,326.0,03,8.0,Assertion,ADDTIME,117.0,Segment,0,0,pilot01_03_nasher_1458745802146,Result
171,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340894909,145,349.0,03,8.0,Assertion,*ADDTIME*,118.0,Segment,0,0,pilot01_03_asoubeille_1341058709187,Correction
172,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340904909,146,369.0,03,8.0,Request,Wheat?,119.0,Segment,pilot01_03_nasher_1374562270097,EDU,0,0
173,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340904910,146,376.0,03,8.0,Request,Sheep?,119.0,Segment,pilot01_03_nasher_1374562270097,EDU,pilot01_03_asoubeille_1341059036593,Continuation
174,All,Offer,9.0,pilot01,Tomm,pilot01_03_stac_1340914909,147,403.0,03,8.0,Request,Anyone needy?,120.0,Segment,pilot01_03_asoubeille_1350570919500,EDU,pilot01_03_nasher_1374562358337,Elaboration
175,Tomm,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924909,148,430.0,03,8.0,Assertion,"I need sheep,",121.0,Segment,pilot01_03_nasher_1374563699456,EDU,0,0
176,Tomm,Refusal,9.0,pilot01,Dave,pilot01_03_stac_1340924910,148,459.0,03,8.0,Assertion,"but I have nothing to trade,",121.0,Segment,pilot01_03_nasher_1374563699456,EDU,pilot01_03_asoubeille_1341059134671,Contrast
177,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924911,148,494.0,03,8.0,Assertion,possibly when my turn rolls around,121.0,Segment,pilot01_03_asoubeille_1350571001953,EDU,0,0
178,All,Other,9.0,pilot01,Dave,pilot01_03_stac_1340924912,148,514.0,03,8.0,Assertion,I'll have something,121.0,Segment,pilot01_03_asoubeille_1350571001953,EDU,pilot01_03_nasher_1428411091254,Conditional
179,Tomm,Other,9.0,pilot01,rennoc1,pilot01_03_stac_1340934909,149,536.0,03,8.0,Assertion,"yeah,",122.0,Segment,pilot01_03_asoubeille_1350571158421,EDU,0,0
180,All,Refusal,9.0,pilot01,rennoc1,pilot01_03_stac_1340934910,149,555.0,03,8.0,Assertion,ive nothing either,122.0,Segment,pilot01_03_asoubeille_1350571158421,EDU,pilot01_03_asoubeille_1341059548578,Explanation
181,All,Other,10.0,pilot01,Dave,pilot01_03_stac_1340964909,152,571.0,03,8.0,Assertion,Ok,123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,0,0
182,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340964910,152,604.0,03,8.0,Request,"now I can trade you ore or wood,",123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_kowey_1397223408825,Continuation
183,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340964911,152,617.0,03,8.0,Request,need either?,123.0,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_asoubeille_1341070880031,Q_Elab
184,Dave,Other,10.0,pilot01,Tomm,pilot01_03_stacutil_1400287437,153,673.0,03,8.0,Assertion,Well looks like you have stuff now Dave :P,124.0,Segment,0,0,pilot01_03_asoubeille_1341070906250,Comment
185,Dave,Accept,10.0,pilot01,Tomm,pilot01_03_stac_1340984909,154,705.0,03,8.0,Assertion,Ore would be good.,125.0,Segment,0,0,pilot01_03_asoubeille_1350571499796,Question_answer_pair
186,Tomm,Offer,10.0,pilot01,Dave,pilot01_03_stac_1340994909,155,742.0,03,8.0,Assertion,1 ore for 1 sheep it is,126.0,Segment,0,0,pilot01_03_asoubeille_1341071132812,Result
187,Dave,Counteroffer,10.0,pilot01,rennoc1,pilot01_03_stac_1341004909,156,785.0,03,8.0,Question,can I have some wood dave?,127.0,Segment,0,0,pilot01_03_asoubeille_1350571565078,Q_Elab
188,rennoc1,Counteroffer,10.0,pilot01,Dave,pilot01_03_stac_1341014909,157,826.0,03,8.0,Question,what have you got to trade?,128.0,Segment,0,0,pilot01_03_asoubeille_1341071236140,Q_Elab
189,Dave,Counteroffer,10.0,pilot01,rennoc1,pilot01_03_stac_1341024909,158,848.0,03,8.0,Assertion,sheep,129.0,Segment,0,0,pilot01_03_asoubeille_1341071269046,Question_answer_pair
190,rennoc1,Accept,10.0,pilot01,Dave,pilot01_03_stac_1341034909,159,889.0,03,8.0,Assertion,I guess I can use two sheep,130.0,Segment,0,0,pilot01_03_asoubeille_1341071374156,Acknowledgement
191,rennoc1,Accept,10.0,pilot01,Dave,pilot01_03_stac_1341044909,160,908.0,03,8.0,Assertion,"yeah,",131.0,Segment,pilot01_03_asoubeille_1350572036078,EDU,0,0
192,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341044910,160,917.0,03,8.0,Assertion,go ahead,131.0,Segment,pilot01_03_asoubeille_1350572036078,EDU,pilot01_03_asoubeille_1341071399546,Continuation
193,Dave,Other,10.0,pilot01,rennoc1,pilot01_03_stac_1341054909,161,955.0,03,8.0,Assertion,i only have one sheep,132.0,Segment,0,0,pilot01_03_asoubeille_1341071443250,Contrast
194,Dave,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341064909,162,1018.0,03,8.0,Assertion,well you have no way of getting them yourself yet,133.0,Segment,0,0,pilot01_03_asoubeille_1341072069781,Comment
195,Tomm,Other,10.0,pilot01,Dave,pilot01_03_stac_1341074909,163,1036.0,03,8.0,Assertion,true,134.0,Segment,0,0,pilot01_03_asoubeille_1341071575109,Acknowledgement
196,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084909,164,1055.0,03,8.0,Assertion,"yeah,",135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,0,0
197,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084910,164,1089.0,03,8.0,Assertion,i mean I'll still trade with tomm,135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071646140,Explanation
198,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341084911,164,1106.0,03,8.0,Assertion,after this trade,135.0,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071664718,Background
199,All,Other,10.0,pilot01,Dave,pilot01_03_stac_1341104909,166,1132.0,03,8.0,Assertion,wrong person,136.0,Segment,0,0,pilot01_03_asoubeille_1350572108421,Correction
200,All,Other,10.0,pilot01,rennoc1,pilot01_03_stac_1341114909,167,1154.0,03,8.0,Assertion,...oh,137.0,Segment,0,0,pilot01_03_asoubeille_1350572158984,Acknowledgement
201,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341124909,168,1193.0,03,8.0,Assertion,little colour ticky boxes,138.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,0,0
202,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341134909,169,1227.0,03,8.0,Assertion,"Really easy to miss,",139.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072803718,Elaboration
203,?,Other,10.0,pilot01,Tomm,pilot01_03_stac_1341134910,169,1243.0,03,8.0,Assertion,I did that too.,139.0,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072824078,Result
204,Dave,Other,10.0,pilot01,rennoc1,pilot01_03_stacutil_1400287438,172,1275.0,03,8.0,Assertion,"cool, thanks :)",140.0,Segment,0,0,pilot01_03_asoubeille_1350572358062,Acknowledgement
205,rennoc1,Other,10.0,pilot01,Dave,pilot01_03_stac_1341174909,173,1291.0,03,8.0,Assertion,np,141.0,Segment,0,0,pilot01_03_asoubeille_1341073294828,Comment
206,?,Other,11.0,pilot01,Dave,pilot01_03_stac_1341204909,176,1307.0,03,9.0,Assertion,um,142.0,Segment,0,0,0,0
207,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341214909,177,1332.0,03,9.0,Assertion,pouty face.,143.0,Segment,0,0,pilot01_03_asoubeille_1341073342953,Comment
208,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341224909,178,1366.0,03,9.0,Question,Still want to trade?,144.0,Segment,0,0,pilot01_03_asoubeille_1341073357343,Q_Elab
209,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374671998000,179,1384.0,03,9.0,Question,"Yes,",145.0,Segment,0,0,pilot01_03_nasher_1374672020139,Question_answer_pair
210,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374672006187,179,1406.0,03,9.0,Question,do you still want to?,145.0,Segment,0,0,pilot01_03_jhunter_1454927104633,Continuation
211,Dave,Accept,11.0,pilot01,Tomm,pilot01_03_nasher_1374672006187,179,1406.0,03,9.0,Question,do you still want to?,145.0,Segment,0,0,pilot01_03_jhunter_1454927116923,Q_Elab
212,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341244909,180,1434.0,03,9.0,Assertion,Only chose you,146.0,Segment,pilot01_03_asoubeille_1350572594218,EDU,0,0
213,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341244910,180,1477.0,03,9.0,Assertion,becasue you have three times the resources,146.0,Segment,pilot01_03_asoubeille_1350572594218,EDU,pilot01_03_asoubeille_1341073401937,Explanation
214,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_nasher_1374672342006,Question_answer_pair
215,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254909,181,1500.0,03,9.0,Assertion,"and yeah,",147.0,Segment,0,0,pilot01_03_nasher_1428412601617,Continuation
216,Tomm,Accept,11.0,pilot01,Dave,pilot01_03_stac_1341254910,181,1505.0,03,9.0,Assertion,sure,147.0,Segment,0,0,pilot01_03_asoubeille_1341073648375,Elaboration
217,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341264909,182,1523.0,03,9.0,Assertion,uuuh,148.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,0,0
218,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341274909,183,1551.0,03,9.0,Assertion,on you go then,149.0,Segment,0,0,pilot01_03_asoubeille_1350572776203,Acknowledgement
219,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341284909,184,1592.0,03,9.0,Please choose...,"actually, instead of sheep,",150.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_nasher_1428412858402,Continuation
220,Tomm,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341284910,184,1622.0,03,9.0,Request,do you have any wood or clay?,150.0,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_asoubeille_1341074324171,Continuation
221,Dave,Refusal,11.0,pilot01,Tomm,pilot01_03_stac_1341294909,185,1650.0,03,9.0,Assertion,"Ah, 'fraid not",151.0,Segment,0,0,pilot01_03_asoubeille_1341074346796,Question_answer_pair
222,"Dave, Tomm",Other,11.0,pilot01,Dave,pilot01_03_stac_1341304909,186,1667.0,03,9.0,Assertion,hmm,152.0,Segment,0,0,pilot01_03_asoubeille_1341074427265,Acknowledgement
223,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341314909,187,1704.0,03,9.0,Assertion,Until someone rolls a 4,153.0,Segment,0,0,pilot01_03_nasher_1374672539162,Background
224,rennoc1,Offer,11.0,pilot01,Dave,pilot01_03_stac_1341324909,188,1725.0,03,9.0,Request,rennoc?,154.0,Segment,0,0,pilot01_03_asoubeille_1341074601765,Q_Elab
225,Dave,Refusal,11.0,pilot01,rennoc1,pilot01_03_stac_1341334909,189,1763.0,03,9.0,Assertion,nope dont have either,155.0,Segment,0,0,pilot01_03_asoubeille_1341074644281,Question_answer_pair
226,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344909,190,1829.0,03,9.0,Assertion,"I'm actually going to hold off on the trade for now,",156.0,Segment,0,0,pilot01_03_asoubeille_1341074697890,Correction
227,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344909,190,1829.0,03,9.0,Assertion,"I'm actually going to hold off on the trade for now,",156.0,Segment,0,0,pilot01_03_nasher_1454926429728,Result
228,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344909,190,1829.0,03,9.0,Assertion,"I'm actually going to hold off on the trade for now,",156.0,Segment,0,0,pilot01_03_nasher_1454926443384,Result
229,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344909,190,1829.0,03,9.0,Assertion,"I'm actually going to hold off on the trade for now,",156.0,Segment,0,0,pilot01_03_nasher_1454926545646,Correction
230,All,Other,11.0,pilot01,Dave,pilot01_03_stac_1341344910,190,1835.0,03,9.0,Assertion,sorry,156.0,Segment,0,0,pilot01_03_asoubeille_1341074743515,Comment
231,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341354909,191,1861.0,03,9.0,Assertion,"Fair enough,",157.0,Segment,0,0,pilot01_03_asoubeille_1341074938625,Acknowledgement
232,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341354910,191,1880.0,03,9.0,Assertion,thought you might!,157.0,Segment,0,0,pilot01_03_asoubeille_1341074951578,Explanation
233,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stacutil_1400287439,192,1930.0,03,9.0,Assertion,You did nick that sheep after all :p,158.0,Segment,0,0,pilot01_03_asoubeille_1341075011859,Comment
234,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341374909,193,1980.0,03,9.0,Assertion,"well, it was revenge for earlier ^_^",159.0,Segment,0,0,pilot01_03_asoubeille_1341075054718,Explanation
235,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341384909,194,2028.0,03,9.0,Assertion,Which was revenge for you earlier.,160.0,Segment,0,0,pilot01_03_asoubeille_1341075125843,Explanation
236,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stacutil_1400287440,194,2059.0,03,9.0,Assertion,"Ah, how this game goes back :p",160.0,Segment,0,0,pilot01_03_asoubeille_1341075137515,Comment
237,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341394909,195,2102.0,03,9.0,Assertion,"Just gimmie the virtual dice,",161.0,Segment,0,0,pilot01_03_asoubeille_1341075238437,Narration
238,?,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341394910,195,2107.0,03,9.0,Assertion,hehe,161.0,Segment,0,0,pilot01_03_asoubeille_1341075283500,Comment
239,Tomm,Other,11.0,pilot01,Dave,pilot01_03_stac_1341404909,196,2185.0,03,9.0,Assertion,I'm guessing there's no point in putting a city next to a desert,162.0,Segment,0,0,pilot01_03_asoubeille_1350573593171,Continuation
240,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341414909,197,2202.0,03,9.0,Assertion,Not,163.0,Segment,0,0,pilot01_03_asoubeille_1341075306906,Acknowledgement
241,Dave,Other,11.0,pilot01,Tomm,pilot01_03_stac_1341414910,197,2252.0,03,9.0,Assertion,unless the other hexes are very likely to come up,163.0,Segment,0,0,pilot01_03_asoubeille_1350573471625,Explanation
242,?,Other,11.0,pilot01,Dave,pilot01_03_stac_1341434909,199,2268.0,03,9.0,Assertion,:/,164.0,Segment,0,0,pilot01_03_asoubeille_1341075666312,Comment
243,All,Other,12.0,pilot01,Tomm,pilot01_03_stac_1341454909,201,2284.0,03,9.0,Assertion,7!,165.0,Segment,0,0,0,0
244,All,Other,12.0,pilot01,Dave,pilot01_03_stac_1341464909,202,2347.0,03,9.0,Assertion,I've laid out my things at the start really badly,166.0,Segment,0,0,pilot01_03_nasher_1374672800507,Comment
245,All,Other,12.0,pilot01,Dave,pilot01_03_stac_1341474909,203,2363.0,03,9.0,Assertion,:D,167.0,Segment,0,0,pilot01_03_asoubeille_1341075745859,Comment
246,rennoc1,Other,12.0,pilot01,Tomm,pilot01_03_stac_1341484909,204,2390.0,03,9.0,Assertion,"Sorry Rennoc,",168.0,Segment,pilot01_03_asoubeille_1341075840859,EDU,0,0
247,rennoc1,Other,12.0,pilot01,Tomm,pilot01_03_stac_1341484910,204,2408.0,03,9.0,Assertion,wanted your goods,168.0,Segment,pilot01_03_asoubeille_1341075840859,EDU,pilot01_03_nasher_1428413790108,Explanation
248,Tomm,Other,12.0,pilot01,rennoc1,pilot01_03_stac_1341494909,205,2448.0,03,9.0,Assertion,aargh! my precious ores,169.0,Segment,0,0,pilot01_03_asoubeille_1341075851031,Comment
249,All,Other,12.0,pilot01,Tomm,pilot01_03_stac_1341504909,206,2471.0,03,9.0,Assertion,Delicious,170.0,Segment,0,0,pilot01_03_asoubeille_1341075890000,Comment
250,Dave,Other,12.0,pilot01,Tomm,pilot01_03_stac_1338396552,210,2500.0,03,9.0,Assertion,"It's okay Dave,",171.0,Segment,pilot01_03_asoubeille_1350581878718,EDU,0,0
251,Dave,Other,12.0,pilot01,Tomm,pilot01_03_stac_1338396553,210,2510.0,03,9.0,Assertion,so did I.,171.0,Segment,pilot01_03_asoubeille_1350581878718,EDU,pilot01_03_asoubeille_1350574884796,Explanation
